buyer_id,first_name,last_name,phone_number,email,budget,preference,status,buyer_agent_id
702,Salvador,Lebsack,+1 (888) 137-6418,Salvador_Lebsack@yahoo.com,4055000,buyer,inactive,297
703,Guadalupe,McLaughlin-Krajcik,+1 (059) 207-5830,Guadalupe71@gmail.com,1600,renter,inactive,4004
704,Marlene,Barton,+1 (525) 408-6948,Marlene.Barton@gmail.com,4800,renter,looking,2874
705,Owen,Padberg,+1 (725) 632-2907,Owen64@yahoo.com,2800,renter,inactive,4786
706,Shannon,Pfannerstill,+1 (305) 482-8088,Shannon_Pfannerstill67@hotmail.com,500,renter,looking,325
707,Blanche,West,+1 (697) 389-4389,Blanche65@gmail.com,2405000,buyer,inactive,2755
708,Armando,Bartell,+1 (707) 615-9792,Armando.Bartell@gmail.com,700,renter,inactive,4975
709,Virgil,Kuhlman,+1 (049) 981-7809,Virgil.Kuhlman@gmail.com,1630000,buyer,inactive,2622
710,Nathan,Harvey,+1 (603) 789-8138,Nathan10@gmail.com,955000,buyer,looking,1884
711,Leo,Glover,+1 (072) 527-3891,Leo_Glover29@gmail.com,4830000,buyer,inactive,663
712,Spencer,Klein,+1 (606) 112-9313,Spencer_Klein21@hotmail.com,1980000,buyer,inactive,2419
713,Derek,Hudson,+1 (089) 398-3284,Derek.Hudson@hotmail.com,2705000,buyer,inactive,1292
714,Nathan,Beier,+1 (130) 042-9069,Nathan_Beier48@yahoo.com,3730000,buyer,inactive,3697
715,Marcos,O'Reilly,+1 (715) 200-2770,Marcos48@gmail.com,505000,buyer,inactive,2505
716,Christy,Lind,+1 (097) 483-1294,Christy48@gmail.com,700,renter,looking,3125
717,Angelina,Bednar,+1 (756) 109-1793,Angelina.Bednar@gmail.com,800,renter,inactive,4687
718,Jeffery,Schamberger,+1 (416) 351-7317,Jeffery.Schamberger27@yahoo.com,680000,buyer,inactive,817
719,Wanda,Ankunding,+1 (853) 840-5981,Wanda_Ankunding74@yahoo.com,4280000,buyer,inactive,1904
720,Craig,Witting,+1 (590) 710-7641,Craig14@hotmail.com,2100,renter,inactive,2542
721,Olga,Miller,+1 (502) 803-2416,Olga.Miller@hotmail.com,1800,renter,looking,2658
722,Santos,Toy-Wuckert,+1 (658) 557-6946,Santos61@yahoo.com,3600,renter,looking,459
723,Willie,Zulauf,+1 (489) 157-0483,Willie67@hotmail.com,4900,renter,inactive,2432
724,Cedric,Lesch,+1 (175) 604-4976,Cedric.Lesch@gmail.com,1200,renter,inactive,873
725,Shelia,Champlin,+1 (210) 101-9503,Shelia1@hotmail.com,2900,renter,inactive,1106
726,Louis,Schneider,+1 (604) 909-0792,Louis.Schneider@gmail.com,400,renter,looking,4321
727,Geneva,Hagenes,+1 (148) 201-4748,Geneva70@yahoo.com,4800,renter,inactive,1693
728,Daryl,Schuster,+1 (734) 017-3787,Daryl60@yahoo.com,5100,renter,inactive,2132
729,Ethel,Runolfsdottir,+1 (472) 597-7462,Ethel28@gmail.com,2455000,buyer,looking,2720
730,Kristina,Stehr,+1 (314) 687-5144,Kristina.Stehr33@gmail.com,380000,buyer,inactive,3484
731,Virgil,Lesch,+1 (846) 227-9030,Virgil_Lesch39@gmail.com,2000,renter,inactive,2029
732,Lamar,Schimmel,+1 (962) 883-2111,Lamar_Schimmel@hotmail.com,3780000,buyer,inactive,225
733,Melvin,Beahan,+1 (263) 434-5378,Melvin_Beahan@hotmail.com,3730000,buyer,looking,4023
734,Alton,Kemmer,+1 (170) 520-7529,Alton_Kemmer@hotmail.com,2105000,buyer,inactive,2096
735,Santos,Schimmel,+1 (820) 017-1242,Santos44@gmail.com,4080000,buyer,looking,4360
736,Brian,Sporer,+1 (307) 686-7851,Brian_Sporer@hotmail.com,2800,renter,inactive,3968
737,Rex,Considine,+1 (673) 493-4809,Rex59@gmail.com,655000,buyer,inactive,5
738,Neil,Jakubowski,+1 (320) 346-5800,Neil42@yahoo.com,600,renter,inactive,3653
739,Ken,Weimann,+1 (265) 533-2129,Ken86@gmail.com,2600,renter,inactive,3314
740,Jean,Herman,+1 (554) 720-0569,Jean.Herman@hotmail.com,1400,renter,inactive,2797
741,Jenna,Cassin,+1 (560) 989-9927,Jenna53@gmail.com,2005000,buyer,looking,2606
742,Blanca,Auer,+1 (170) 412-3203,Blanca71@gmail.com,1730000,buyer,inactive,1180
743,Eugene,MacGyver,+1 (745) 778-1667,Eugene_MacGyver62@gmail.com,500,renter,inactive,3368
744,Lance,Ryan,+1 (737) 543-7849,Lance58@hotmail.com,4630000,buyer,looking,36
745,Gerald,Huels,+1 (103) 455-6885,Gerald_Huels69@yahoo.com,4800,renter,inactive,1632
746,Guadalupe,Luettgen,+1 (396) 963-2473,Guadalupe.Luettgen65@gmail.com,905000,buyer,looking,2898
747,Maureen,Abernathy,+1 (295) 246-7025,Maureen36@yahoo.com,1400,renter,inactive,4892
748,Irving,Ratke,+1 (265) 743-4096,Irving13@yahoo.com,5000,renter,looking,4889
749,Nicolas,Deckow,+1 (424) 150-2054,Nicolas73@hotmail.com,4980000,buyer,inactive,2279
750,Glenn,Swaniawski,+1 (750) 548-1512,Glenn.Swaniawski@yahoo.com,1955000,buyer,looking,1967
751,Leigh,Mitchell,+1 (791) 803-0495,Leigh88@hotmail.com,1000,renter,inactive,4786
752,Homer,Doyle,+1 (389) 078-3768,Homer_Doyle@hotmail.com,3700,renter,looking,1239
753,Alex,Larson,+1 (356) 260-5517,Alex58@gmail.com,4780000,buyer,inactive,3867
754,Dawn,Batz,+1 (604) 094-2837,Dawn_Batz@yahoo.com,1100,renter,inactive,2797
755,Kathryn,Rau,+1 (526) 228-9694,Kathryn_Rau@gmail.com,2530000,buyer,inactive,1642
756,Adrienne,Jenkins,+1 (401) 895-5940,Adrienne_Jenkins5@hotmail.com,4500,renter,looking,3675
757,Angel,Donnelly,+1 (332) 026-0059,Angel_Donnelly25@yahoo.com,3300,renter,inactive,238
758,Cedric,Fritsch,+1 (082) 833-6168,Cedric_Fritsch@gmail.com,2330000,buyer,inactive,1477
759,Jerry,Russel-Blick,+1 (105) 908-6406,Jerry78@yahoo.com,4305000,buyer,looking,4172
760,Joann,Schoen,+1 (426) 644-7251,Joann79@gmail.com,980000,buyer,looking,3494
761,Deborah,Cronin,+1 (009) 333-6139,Deborah.Cronin17@yahoo.com,180000,buyer,inactive,4905
762,Lionel,Lebsack,+1 (272) 629-5191,Lionel_Lebsack26@gmail.com,2730000,buyer,inactive,2961
763,Corey,Langosh,+1 (916) 304-9031,Corey_Langosh28@gmail.com,1530000,buyer,inactive,4347
764,Terrence,Moen,+1 (255) 860-4116,Terrence.Moen1@yahoo.com,330000,buyer,looking,2209
765,Lorraine,Spinka,+1 (554) 888-2606,Lorraine.Spinka95@hotmail.com,1855000,buyer,inactive,2355
766,Lindsay,Smitham,+1 (818) 171-8975,Lindsay.Smitham45@gmail.com,4105000,buyer,looking,2369
767,Kurt,Strosin,+1 (966) 678-1475,Kurt.Strosin@gmail.com,1180000,buyer,looking,4435
768,Guillermo,Becker,+1 (184) 639-7434,Guillermo7@hotmail.com,4700,renter,inactive,1039
769,Jesse,McLaughlin,+1 (834) 875-3135,Jesse.McLaughlin@gmail.com,3800,renter,looking,4857
770,Brendan,Barrows,+1 (410) 279-2058,Brendan.Barrows@yahoo.com,1500,renter,inactive,2839
771,Archie,Kutch,+1 (556) 500-0902,Archie_Kutch@yahoo.com,1730000,buyer,inactive,2083
772,Terry,Emmerich,+1 (921) 903-8898,Terry_Emmerich@yahoo.com,4905000,buyer,inactive,2288
773,Allan,Gislason,+1 (078) 676-6414,Allan47@yahoo.com,2180000,buyer,inactive,1258
774,Terry,Stark,+1 (740) 164-9732,Terry.Stark@gmail.com,3930000,buyer,looking,4458
775,Constance,Olson,+1 (488) 491-3588,Constance84@yahoo.com,2930000,buyer,inactive,4920
776,Ricky,Ruecker,+1 (558) 541-5136,Ricky49@hotmail.com,305000,buyer,inactive,2897
777,Helen,Wintheiser,+1 (544) 148-0288,Helen.Wintheiser@yahoo.com,1455000,buyer,inactive,2176
778,Amy,Rippin,+1 (338) 979-9295,Amy76@yahoo.com,4900,renter,looking,2913
779,Max,Parisian,+1 (753) 138-4994,Max_Parisian@yahoo.com,4300,renter,inactive,1259
780,Estelle,Baumbach,+1 (430) 918-1072,Estelle_Baumbach29@gmail.com,4430000,buyer,inactive,1207
781,Jacob,Bernhard,+1 (347) 550-2797,Jacob75@gmail.com,2200,renter,inactive,4439
782,Morris,Friesen,+1 (238) 396-7110,Morris_Friesen@yahoo.com,730000,buyer,looking,1457
783,Dallas,Hane,+1 (619) 791-8379,Dallas96@hotmail.com,2080000,buyer,inactive,3901
784,Jim,Sawayn,+1 (548) 177-4474,Jim_Sawayn@hotmail.com,4580000,buyer,inactive,4050
785,Maxine,Hahn,+1 (259) 586-9929,Maxine93@hotmail.com,4255000,buyer,inactive,1658
786,Gloria,Schaefer,+1 (168) 708-4037,Gloria_Schaefer0@hotmail.com,3230000,buyer,inactive,3818
787,Rene,Langworth,+1 (618) 050-2211,Rene66@yahoo.com,930000,buyer,inactive,3600
788,Julia,Cassin,+1 (507) 140-1512,Julia60@hotmail.com,3030000,buyer,inactive,178
789,Ruth,Kuvalis,+1 (144) 925-7096,Ruth.Kuvalis@gmail.com,1430000,buyer,inactive,4141
790,Genevieve,Goldner,+1 (355) 672-7657,Genevieve74@yahoo.com,1855000,buyer,looking,2535
791,Luis,Dooley,+1 (127) 688-7189,Luis39@gmail.com,3080000,buyer,inactive,2947
792,Wendell,Sipes,+1 (498) 177-5989,Wendell70@hotmail.com,1400,renter,inactive,1658
793,Clarence,Gusikowski,+1 (298) 821-9766,Clarence.Gusikowski@yahoo.com,3700,renter,inactive,3257
794,Melody,Mills,+1 (261) 061-3106,Melody31@yahoo.com,3700,renter,inactive,1643
795,Alexander,Morissette,+1 (484) 198-0657,Alexander_Morissette@hotmail.com,205000,buyer,inactive,1032
796,Noah,Hettinger,+1 (647) 669-3396,Noah_Hettinger93@hotmail.com,5000,renter,inactive,2860
797,Erin,Mante,+1 (242) 188-4998,Erin8@yahoo.com,3000,renter,inactive,2580
798,Annette,Abshire-Schuppe,+1 (904) 514-0074,Annette.Abshire-Schuppe@gmail.com,1300,renter,looking,891
799,Mike,Zulauf,+1 (640) 646-8546,Mike41@yahoo.com,955000,buyer,looking,2480
800,Patricia,McClure,+1 (095) 205-2074,Patricia_McClure@hotmail.com,1905000,buyer,inactive,4744
801,Antonio,Wisoky,+1 (689) 338-4759,Antonio_Wisoky4@gmail.com,1200,renter,looking,3640
802,Julius,Abernathy,+1 (996) 058-0946,Julius38@yahoo.com,3055000,buyer,inactive,4831
803,Jorge,Brown,+1 (406) 785-1094,Jorge30@yahoo.com,955000,buyer,inactive,1307
804,Wilfred,Hills,+1 (257) 697-0174,Wilfred63@hotmail.com,1355000,buyer,looking,1088
805,Cory,Gorczany,+1 (045) 627-2981,Cory.Gorczany5@hotmail.com,1055000,buyer,looking,3979
806,Pamela,Stoltenberg,+1 (521) 006-3894,Pamela.Stoltenberg21@yahoo.com,1400,renter,looking,1710
807,Eugene,Terry,+1 (598) 437-3949,Eugene_Terry16@gmail.com,1000,renter,inactive,2635
808,Jerald,Dare,+1 (968) 998-2594,Jerald17@gmail.com,900,renter,inactive,4047
809,Shawn,Fadel,+1 (209) 948-5418,Shawn17@hotmail.com,2800,renter,inactive,4161
810,Eugene,Witting,+1 (920) 994-5537,Eugene_Witting44@yahoo.com,4830000,buyer,inactive,1676
811,Dwight,Lubowitz,+1 (880) 011-0771,Dwight_Lubowitz20@yahoo.com,2780000,buyer,looking,4599
812,Ben,Jerde,+1 (669) 532-8332,Ben_Jerde@gmail.com,1680000,buyer,inactive,4315
813,Ricky,Yost,+1 (895) 818-1696,Ricky_Yost@gmail.com,4000,renter,looking,2771
814,Lawrence,O'Kon,+1 (777) 226-9039,Lawrence72@yahoo.com,955000,buyer,inactive,790
815,Meredith,Satterfield,+1 (595) 069-3358,Meredith.Satterfield@hotmail.com,3430000,buyer,inactive,4998
816,Don,Jacobi,+1 (741) 370-0201,Don.Jacobi10@yahoo.com,3005000,buyer,inactive,4211
817,Rosa,Romaguera,+1 (905) 969-0743,Rosa.Romaguera79@yahoo.com,4830000,buyer,inactive,693
818,Jeff,Conn,+1 (340) 321-1942,Jeff_Conn@gmail.com,3900,renter,looking,3130
819,Cecelia,Larkin-Bruen,+1 (689) 478-9688,Cecelia.Larkin-Bruen9@gmail.com,305000,buyer,inactive,469
820,Glenda,Senger,+1 (289) 942-8181,Glenda.Senger25@yahoo.com,1955000,buyer,inactive,4169
821,Brendan,Feest,+1 (416) 845-4777,Brendan_Feest@gmail.com,2700,renter,inactive,2533
822,Violet,Padberg,+1 (449) 130-2065,Violet_Padberg@hotmail.com,500,renter,inactive,3188
823,Clifton,Cummings,+1 (258) 748-1394,Clifton.Cummings@yahoo.com,1900,renter,looking,193
824,Dorothy,Parisian,+1 (014) 623-3564,Dorothy_Parisian18@hotmail.com,1030000,buyer,inactive,1701
825,Jackie,Gibson,+1 (201) 036-9517,Jackie_Gibson@hotmail.com,480000,buyer,looking,4867
826,Kellie,Durgan,+1 (227) 304-6630,Kellie_Durgan18@hotmail.com,2800,renter,looking,4813
827,Walter,Oberbrunner,+1 (010) 328-8396,Walter68@hotmail.com,3605000,buyer,inactive,4057
828,Charlotte,Brakus,+1 (397) 203-0073,Charlotte_Brakus@yahoo.com,830000,buyer,inactive,1284
829,Sylvester,Dibbert,+1 (895) 627-4803,Sylvester.Dibbert@gmail.com,4180000,buyer,looking,4030
830,Darren,Crona,+1 (049) 835-9440,Darren.Crona27@yahoo.com,2455000,buyer,looking,3795
831,Vera,Von,+1 (097) 189-5411,Vera.Von15@hotmail.com,4800,renter,inactive,3188
832,Pauline,Deckow,+1 (678) 449-7372,Pauline.Deckow@yahoo.com,2100,renter,looking,825
833,Irma,Kub,+1 (838) 542-5786,Irma.Kub@yahoo.com,700,renter,inactive,4583
834,Pamela,Heathcote,+1 (721) 569-0221,Pamela_Heathcote61@yahoo.com,2080000,buyer,looking,3968
835,Vincent,Pacocha,+1 (270) 266-3583,Vincent.Pacocha@gmail.com,4330000,buyer,inactive,2591
836,Beverly,Murphy,+1 (908) 623-5347,Beverly78@yahoo.com,4600,renter,inactive,3274
837,Homer,Corwin,+1 (208) 590-3099,Homer.Corwin@yahoo.com,5000,renter,inactive,1854
838,Della,Kerluke,+1 (835) 788-4800,Della.Kerluke@yahoo.com,4700,renter,looking,2842
839,Teresa,Schinner,+1 (985) 147-4246,Teresa18@yahoo.com,2355000,buyer,looking,864
840,Tabitha,Gleason,+1 (831) 187-9864,Tabitha_Gleason12@yahoo.com,5100,renter,looking,2567
841,Julian,Aufderhar,+1 (295) 360-8369,Julian2@hotmail.com,3430000,buyer,inactive,814
842,Ana,Greenholt,+1 (196) 013-8601,Ana.Greenholt29@gmail.com,4700,renter,looking,1303
843,Barbara,Tillman,+1 (799) 698-5662,Barbara.Tillman@hotmail.com,3455000,buyer,looking,4589
844,Margarita,Mosciski,+1 (369) 718-8171,Margarita_Mosciski@yahoo.com,2755000,buyer,inactive,3352
845,Rene,Krajcik,+1 (638) 410-6766,Rene_Krajcik66@yahoo.com,2430000,buyer,inactive,3803
846,Bessie,Collins,+1 (501) 284-5908,Bessie.Collins@yahoo.com,1455000,buyer,inactive,2833
847,Joel,D'Amore,+1 (358) 557-3538,Joel74@gmail.com,2105000,buyer,inactive,2802
848,Chad,Waelchi,+1 (413) 300-2301,Chad_Waelchi27@yahoo.com,930000,buyer,inactive,4596
849,Marianne,Mohr,+1 (797) 534-3911,Marianne.Mohr35@hotmail.com,305000,buyer,inactive,4184
850,Lynn,Okuneva,+1 (607) 290-7689,Lynn_Okuneva27@gmail.com,3255000,buyer,looking,2464
851,Miranda,Cummerata,+1 (756) 292-5913,Miranda12@gmail.com,500,renter,inactive,317
852,Rick,McKenzie,+1 (366) 686-4116,Rick_McKenzie65@hotmail.com,4005000,buyer,inactive,2540
853,Cedric,Bradtke,+1 (383) 517-6871,Cedric_Bradtke@yahoo.com,2105000,buyer,looking,487
854,Guillermo,Konopelski,+1 (617) 083-2040,Guillermo.Konopelski58@hotmail.com,1905000,buyer,inactive,647
855,Tricia,Ledner,+1 (720) 506-2109,Tricia.Ledner@hotmail.com,1000,renter,inactive,4562
856,Julian,Armstrong,+1 (974) 432-5818,Julian74@yahoo.com,355000,buyer,inactive,4723
857,Byron,Douglas,+1 (537) 887-8882,Byron.Douglas46@gmail.com,3230000,buyer,looking,3389
858,Toby,Christiansen,+1 (967) 425-6671,Toby82@hotmail.com,3700,renter,looking,1538
859,Eleanor,Schamberger,+1 (145) 346-2007,Eleanor.Schamberger@gmail.com,2405000,buyer,looking,712
860,Kirk,Harber,+1 (765) 568-3347,Kirk.Harber@yahoo.com,1205000,buyer,inactive,2144
861,Curtis,Cassin,+1 (632) 039-8046,Curtis_Cassin62@hotmail.com,2400,renter,looking,1679
862,Herman,Herzog,+1 (039) 372-9043,Herman_Herzog@hotmail.com,3400,renter,looking,3899
863,Alice,Schinner,+1 (275) 232-8863,Alice_Schinner68@yahoo.com,400,renter,inactive,4801
864,Seth,Senger,+1 (742) 131-9333,Seth.Senger54@gmail.com,2600,renter,looking,2455
865,Floyd,Kulas,+1 (754) 392-9755,Floyd47@yahoo.com,4200,renter,looking,1848
866,Sherri,Upton,+1 (530) 006-3987,Sherri57@hotmail.com,4480000,buyer,looking,335
867,Mercedes,Koelpin,+1 (104) 837-0201,Mercedes.Koelpin18@yahoo.com,3355000,buyer,inactive,1019
868,Jamie,Marks,+1 (683) 190-9549,Jamie.Marks1@hotmail.com,1500,renter,inactive,1662
869,Nicole,Kiehn,+1 (348) 417-1776,Nicole.Kiehn40@hotmail.com,4530000,buyer,inactive,4948
870,Jacquelyn,Willms,+1 (559) 224-7714,Jacquelyn.Willms@yahoo.com,3300,renter,inactive,1501
871,Karla,Greenfelder,+1 (889) 210-3244,Karla.Greenfelder18@gmail.com,955000,buyer,looking,1567
872,Rufus,Raynor,+1 (205) 945-2420,Rufus_Raynor69@gmail.com,1600,renter,inactive,1924
873,Owen,Lehner,+1 (652) 317-6702,Owen61@yahoo.com,3000,renter,inactive,2760
874,Dustin,Labadie,+1 (875) 887-3109,Dustin.Labadie12@gmail.com,5030000,buyer,inactive,3455
875,Glenn,Senger,+1 (333) 539-0046,Glenn.Senger@gmail.com,400,renter,looking,3210
876,Brittany,Von,+1 (205) 218-1169,Brittany.Von@yahoo.com,2800,renter,looking,1361
877,Tim,Lynch,+1 (886) 544-6073,Tim43@hotmail.com,3255000,buyer,looking,1812
878,Marian,Schaefer,+1 (555) 030-4834,Marian_Schaefer15@yahoo.com,855000,buyer,inactive,1147
879,Devin,Ruecker,+1 (506) 347-1161,Devin.Ruecker@gmail.com,400,renter,inactive,858
880,Ben,Cronin,+1 (055) 640-5396,Ben_Cronin@gmail.com,1330000,buyer,inactive,3151
881,Robyn,Reynolds,+1 (762) 454-1866,Robyn_Reynolds@gmail.com,300,renter,inactive,2005
882,Helen,Barrows,+1 (049) 329-0218,Helen53@gmail.com,4455000,buyer,looking,4756
883,Joe,Glover,+1 (598) 122-1872,Joe39@yahoo.com,2905000,buyer,looking,2043
884,Tara,Hane,+1 (748) 592-9497,Tara59@gmail.com,1000,renter,inactive,15
885,Margarita,Romaguera,+1 (261) 193-5313,Margarita91@yahoo.com,4800,renter,inactive,3309
886,Colleen,Metz,+1 (089) 153-1884,Colleen35@hotmail.com,580000,buyer,looking,3073
887,Leo,Parisian,+1 (957) 979-2014,Leo91@yahoo.com,3200,renter,inactive,2369
888,Santos,Jacobi,+1 (767) 730-6534,Santos.Jacobi@yahoo.com,1000,renter,looking,3468
889,Teresa,Mayert,+1 (056) 932-4607,Teresa.Mayert@hotmail.com,1700,renter,inactive,4598
890,Erik,Botsford,+1 (259) 973-9808,Erik.Botsford@yahoo.com,300,renter,inactive,4282
891,Brandi,Pagac,+1 (494) 229-9461,Brandi.Pagac96@gmail.com,2500,renter,inactive,2841
892,Yvette,Prosacco,+1 (389) 527-4653,Yvette_Prosacco46@gmail.com,2800,renter,looking,2259
893,Juanita,Rempel,+1 (143) 248-8233,Juanita31@yahoo.com,2230000,buyer,looking,1343
894,Jimmie,Jenkins,+1 (100) 063-5982,Jimmie44@hotmail.com,1900,renter,inactive,4564
895,Constance,Hahn,+1 (574) 510-3976,Constance.Hahn@gmail.com,4400,renter,looking,2607
896,Lee,Strosin,+1 (864) 705-5407,Lee_Strosin84@gmail.com,4580000,buyer,inactive,3890
897,Anna,Franecki,+1 (086) 854-4458,Anna.Franecki10@hotmail.com,4480000,buyer,inactive,1829
898,Brent,Runolfsson,+1 (491) 946-7276,Brent_Runolfsson14@hotmail.com,2800,renter,inactive,4014
899,Edward,Donnelly,+1 (686) 996-1832,Edward.Donnelly20@yahoo.com,130000,buyer,looking,4909
900,Jennie,Wyman,+1 (034) 931-9901,Jennie34@hotmail.com,1830000,buyer,inactive,3360
901,Kim,Moen,+1 (529) 396-2393,Kim.Moen@hotmail.com,3705000,buyer,inactive,1171
902,Pete,Hansen,+1 (116) 114-7004,Pete15@yahoo.com,1500,renter,inactive,234
903,Nathaniel,Flatley,+1 (127) 793-8274,Nathaniel1@hotmail.com,1100,renter,inactive,827
904,Kristina,Schowalter,+1 (266) 075-3579,Kristina.Schowalter58@yahoo.com,4100,renter,inactive,4073
905,Elisa,Langosh,+1 (010) 021-4514,Elisa_Langosh98@yahoo.com,3630000,buyer,inactive,1321
906,Erin,Schaefer,+1 (301) 919-4543,Erin.Schaefer92@gmail.com,880000,buyer,inactive,943
907,Chris,Stracke,+1 (172) 644-4648,Chris.Stracke92@hotmail.com,3100,renter,looking,31
908,Betsy,Littel,+1 (920) 686-6741,Betsy17@hotmail.com,3580000,buyer,looking,821
909,Everett,Stokes,+1 (012) 313-0218,Everett.Stokes93@gmail.com,4330000,buyer,inactive,1448
910,Corey,Moen,+1 (733) 446-4871,Corey_Moen5@hotmail.com,1680000,buyer,inactive,816
911,Jacqueline,O'Keefe,+1 (930) 272-7958,Jacqueline23@hotmail.com,3400,renter,inactive,1195
912,Jasmine,Littel,+1 (633) 948-0124,Jasmine_Littel39@yahoo.com,2400,renter,looking,2605
913,Harriet,Daugherty,+1 (239) 584-2331,Harriet_Daugherty@gmail.com,1500,renter,inactive,4501
914,Rosemary,Fadel,+1 (882) 536-4217,Rosemary_Fadel@hotmail.com,4400,renter,inactive,408
915,Vincent,Zulauf,+1 (260) 682-5604,Vincent_Zulauf27@hotmail.com,400,renter,inactive,1743
916,Alfonso,Bashirian-McDermott,+1 (337) 653-0537,Alfonso_Bashirian-McDermott55@yahoo.com,3700,renter,looking,445
917,Marguerite,Ernser,+1 (728) 689-0842,Marguerite_Ernser38@gmail.com,4400,renter,looking,4174
918,Gerardo,Koss,+1 (580) 625-1923,Gerardo13@hotmail.com,3155000,buyer,looking,2997
919,Jessie,Becker,+1 (890) 662-3760,Jessie_Becker@gmail.com,3855000,buyer,inactive,3486
920,June,Gibson,+1 (507) 427-9543,June65@hotmail.com,4155000,buyer,inactive,3383
921,Roberto,Rolfson,+1 (455) 571-9124,Roberto.Rolfson@hotmail.com,530000,buyer,looking,3076
922,Maxine,Gislason,+1 (304) 548-4128,Maxine.Gislason@yahoo.com,2405000,buyer,inactive,2667
923,Daisy,Bernier,+1 (962) 646-6174,Daisy_Bernier@gmail.com,680000,buyer,inactive,4247
924,Bryan,Jacobson,+1 (062) 050-2608,Bryan_Jacobson@yahoo.com,1200,renter,inactive,723
925,Eddie,West,+1 (670) 151-3383,Eddie.West1@hotmail.com,3600,renter,inactive,1860
926,Latoya,Nitzsche,+1 (010) 221-9034,Latoya.Nitzsche76@gmail.com,2000,renter,inactive,909
927,Hattie,Larkin,+1 (778) 056-6224,Hattie.Larkin11@gmail.com,1800,renter,looking,2449
928,David,Reinger,+1 (959) 538-1322,David.Reinger97@hotmail.com,705000,buyer,inactive,69
929,Bonnie,Franecki,+1 (116) 390-5989,Bonnie_Franecki@yahoo.com,2900,renter,looking,2307
930,Antonia,Schneider,+1 (125) 463-2937,Antonia.Schneider@yahoo.com,2680000,buyer,inactive,2535
931,Vickie,Boyer,+1 (495) 658-2781,Vickie96@gmail.com,3330000,buyer,inactive,1000
932,Myrtle,Reynolds,+1 (136) 242-7417,Myrtle18@hotmail.com,2405000,buyer,looking,731
933,Kent,Walker,+1 (206) 377-9121,Kent6@gmail.com,1600,renter,inactive,1700
934,April,Klein,+1 (995) 792-2204,April_Klein@hotmail.com,3430000,buyer,inactive,2837
935,Marian,Oberbrunner,+1 (041) 266-3230,Marian.Oberbrunner74@yahoo.com,3005000,buyer,looking,3849
936,Noel,Lesch,+1 (726) 711-2737,Noel_Lesch@hotmail.com,1355000,buyer,inactive,3464
937,Adrian,Von,+1 (826) 786-1075,Adrian.Von59@hotmail.com,700,renter,inactive,664
938,Ana,Schuppe,+1 (720) 419-8608,Ana.Schuppe49@hotmail.com,3380000,buyer,looking,2291
939,Amy,Robel,+1 (509) 044-3482,Amy20@yahoo.com,2980000,buyer,inactive,4380
940,Tammy,Mann,+1 (310) 865-8701,Tammy.Mann@yahoo.com,500,renter,inactive,3318
941,Marjorie,Nikolaus,+1 (845) 492-1052,Marjorie_Nikolaus73@yahoo.com,3405000,buyer,inactive,4623
942,Edna,Barrows,+1 (459) 745-2228,Edna_Barrows18@yahoo.com,980000,buyer,looking,1213
943,Laurence,Boyle,+1 (227) 234-9380,Laurence39@hotmail.com,2400,renter,inactive,4325
944,Julius,Muller,+1 (575) 954-7841,Julius.Muller@gmail.com,1800,renter,inactive,3050
945,Otis,Sanford,+1 (896) 489-7818,Otis.Sanford99@gmail.com,200,renter,looking,4836
946,Jesus,Sporer,+1 (415) 745-0454,Jesus.Sporer23@yahoo.com,4430000,buyer,inactive,1709
947,Ella,Kuphal,+1 (644) 962-5846,Ella.Kuphal39@gmail.com,2100,renter,inactive,3263
948,Tasha,Gerlach,+1 (634) 932-3537,Tasha71@hotmail.com,1200,renter,looking,1436
949,Kristina,Walter,+1 (400) 031-0049,Kristina82@hotmail.com,4455000,buyer,looking,709
950,Tracy,Wunsch,+1 (447) 601-5637,Tracy_Wunsch@hotmail.com,4600,renter,looking,49
951,Terrence,Parisian,+1 (026) 887-2283,Terrence_Parisian82@yahoo.com,4580000,buyer,inactive,4189
952,Shawn,Larson,+1 (956) 029-6687,Shawn74@yahoo.com,4180000,buyer,inactive,411
953,Lonnie,Heathcote,+1 (894) 722-1318,Lonnie61@hotmail.com,1500,renter,looking,1637
954,Angelo,Keeling,+1 (030) 232-0472,Angelo_Keeling36@yahoo.com,2655000,buyer,looking,3930
955,John,Satterfield,+1 (621) 316-5411,John.Satterfield94@yahoo.com,2500,renter,looking,3684
956,Pearl,Bernier,+1 (820) 237-0338,Pearl77@yahoo.com,2900,renter,looking,2677
957,Kevin,Stamm,+1 (014) 939-2714,Kevin.Stamm@yahoo.com,1000,renter,looking,4596
958,Javier,Brown-Mertz,+1 (685) 449-5443,Javier59@gmail.com,4805000,buyer,looking,551
959,Earl,Block,+1 (269) 818-6526,Earl_Block40@gmail.com,2000,renter,inactive,3277
960,Jason,Waters,+1 (774) 934-0327,Jason.Waters77@gmail.com,3200,renter,inactive,1237
961,Myra,Ritchie,+1 (424) 850-5328,Myra75@yahoo.com,4930000,buyer,inactive,413
962,Marvin,Kreiger,+1 (964) 344-5777,Marvin.Kreiger@hotmail.com,2700,renter,inactive,2800
963,Fernando,Keebler,+1 (944) 139-6779,Fernando.Keebler79@gmail.com,2380000,buyer,looking,693
964,Antonio,Sawayn,+1 (117) 532-7449,Antonio52@yahoo.com,2600,renter,looking,2799
